Sentence,Label,Portal,active,euphimism,details,exaggeration,bragging,litote,repetition,metaphor,he said,apparent denial,apparent concession,blame transfer,other kinds,opinion,irony
"Keep calm and carry on, though pay a thought or two to how we ought to respond to events like these in the future .",no-unit,aljazeera,,,,,,,,,,,,,,,
"Greece is heading towards snap elections on January 25 after the conservative coalition government, currently in office, failed to reach a supermajority of 180 MPs in order to elect the new president of the republic as dictated by the Greek constitution .",anecdote,aljazeera,,,,,,,,,,,,,,,
"Stavros Demas, a former European Commissioner and candidate of choice of the two ruling parties, was never really proposed with the purpose to achieve and express the maximum consensus among the Greek population .",assumption,aljazeera,,,,,,,,,,,,,,,
Demas is coming from the heart of the ruling conservative New Democracy party and symbolises the party's loyalty to the current establishment in the EU .,assumption,aljazeera,,,,,,,,,,,,,,,
"The main opposition party, SYRIZA, openly invested in the constitutional opportunity to overturn the government months ago claiming that its endurance in office for two more years would be abnormal as it would contradict the popular sentiment tracked in every opinion poll during the past year or so .",testimony,aljazeera,,,,,,,,,,,,,,,
"By all odds , SYRIZA is leading the polls by 3 percent to 10 percent and is expected to form a government either based on a robust majority of the left in parliament, or, in coalition with minor parties who are willing to follow its agenda , renegotiate a bailout agreement that will not be catastrophic for Greek society and the Greek economy .",assumption,aljazeera,,,,,,,,,,,,,,,
"Despite the fact that both the German and the Greek conservative governments present the current bailout programme as a ""success story"" , most analysts around the globe agree that it has actually failed .",assumption,aljazeera,,,,,,,,,,,,,,,
Six years of continuing recession have resulted in a loss of 25 percent of GDP and a rise of unemployment to 27 percent .,statistics,aljazeera,,,,,,,,,,,,,,,
Greek debt is well over 170 percent of GDP now and according to Troika estimations it will be no less than 120 percent by 2020 .,assumption,aljazeera,,,,,,,,,,,,,,,
These facts translate to two things .,assumption,aljazeera,,,,,,,,,,,,,,,
"Firstly , there can be no development under austerity policies for the majority of the population , even if the Eurozone fixes its competitiveness problem and exits deflation and the Greek economy starts developing at a growth rate of over 4 percent  - which is highly unlikely .",assumption,aljazeera,,,,,,,,,,,,,,,
"Secondly, there can be no functioning democracy so long as Greece is not given choices other than poverty, degrowth and exclusion .",assumption,aljazeera,,,,,,,,,,,,,,,
"Greece is in the state of protectorate at the moment, bound in a bailout agreement that strips its ability to produce and reject different solutions .",assumption,aljazeera,,,,,,,,,,,,,,,
But it's not just Greece .,assumption,aljazeera,,,,,,,,,,,,,,,
Spain follows the same path both in regards to the social crisis and the political management of that crisis .,assumption,aljazeera,,,,,,,,,,,,,,,
Poverty and unemployment figures look much like the Greek ones and the Spanish conservative government resorts to authoritarian measures in order to keep the Spanish society tight .,assumption,aljazeera,,,,,,,,,,,,,,,
"For example ,  the public security law voted a few days ago is a clear attempt of the government to muzzle protests over its handling of the financial crisis .",assumption,aljazeera,,,,,,,,,,,,,,,
"Deflation hits Europe and the prospects of its biggest economies like France's, Italy's and Germany's, are not looking good to pull the Eurozone back to the track of growth .",assumption,aljazeera,,,,,,,,,,,,,,,
"As a result, political forces that question austerity are gaining momentum whether they are nationalist Euroskeptic and even fascist, or progressive, democratic and pro-European like the Spanish ally party of SYRIZA, Podemos .",assumption,aljazeera,,,,,,,,,,,,,,,
What is striking about SYRIZA is that its critique and analysis since 2009 have been proven to be correct despite the continuing fear campaign against him both inside and out of the country .,assumption,aljazeera,,,,,,,,,,,,,,,
Recently Prime Minister Antonis Samaras accused the party of the radical left that it will lead Greece to default and bankruptcy if it tries to negotiate lighter terms for the repayment of the Greek debt .,assumption,aljazeera,,,,,,,,,,,,,,,
"Jean Claude Juncker's Commission has been issuing exhortations to the Greek electorate not to vote for SYRIZA and German finance minister is openly saying that there is no alternative for Greece , no matter which government comes in office .",testimony,aljazeera,,,,,,,,,,,,,,,
"But economic analysts who have defended the reforms are starting to agree with SYRIZA on several issues, including the need to stop austerity and move faster to a process of debt forgiveness .",assumption,aljazeera,,,,,,,,,,,,,,,
"FT's Wolfgang Munchau writes that ""the radical left is right about Europe's debt"" .",testimony,aljazeera,,,,,,,,,,,,,,,
Bloomberg argues that the end of austerity may boost the global economy and even Morgan Stanley asks bond holders not to be afraid of the coming elections .,assumption,aljazeera,,,,,,,,,,,,,,,
"Despite the fear-mongering campaign, economic analysts reject now a possible ""grexit"" due to markets' belief that some kind of deal is preferable both for Greece and the EU .",assumption,aljazeera,,,,,,,,,,,,,,,
"In this environment, a SYRIZA victory would mean two very important things; the return of the power to decide to a democratically elected government and the restoration of inclusiveness and national sovereignty and the opening of a new chapter in European politics , where the parties and the organisations who challenge austerity will have the momentum .",assumption,aljazeera,,,,,,,,,,,,,,,
The Greek people have patiently given the opportunity to the neoliberal technocrats of the IMF and the EU along with their local counterparts in the conservative coalition government to experiment and find a way out of the mess for more than five years only to receive back pain and failure .,assumption,aljazeera,,,,,,,,,,,,,,,
Now they're being given the opportunity to exercise their democratic right to choose which way the country will turn .,assumption,aljazeera,,,,,,,,,,,,,,,
"SYRIZA is asking for debt forgiveness and a New Deal for Europe, both rather moderate demands coming from a radical left party .",assumption,aljazeera,,,,,,,,,,,,,,,
"If SYRIZA actually wins the elections , the Greek people will be the first to send a clear message against austerity, one that can spark change, much needed on the continent right now .",assumption,aljazeera,,,,,,,,,,,,,,,
And if SYRIZA succeeds then Europe may start a new page in its economic and political history .,assumption,aljazeera,,,,,,,,,,,,,,,
And if SYRIZA succeeds then Europe may start a new page in its economic and political history .,assumption,aljazeera,,,,,,,,,,,,,,,
"""Homecoming"" in the Christmas season is supposed to be a joyous occasion, accompanied by camaraderie and cheer .",common-ground,aljazeera,,,,,,,,,,,,,,,
"Not so for the small community of Christians in Agra, a town in the northern Indian province of Uttar Pradesh .",assumption,aljazeera,,,,,,,,,,,,,,,
"On Christmas Eve, the flock of believers were cowering in fear , because a couple of churches were burnt and there was the looming threat of more skirmishes with the belligerent among their Hindu brethren spiralling into serious communal clashes .",assumption,aljazeera,,,,,,,,,,,,,,,
"More portentous was the grand ghar wapsi (homecoming, or mass-reconversion) programme announced by the Dharam Jagran Samiti (loosely translated into Hindi-Religious Awakening Front) in the neighbouring town of Aligarh , where Christmas was to be ""celebrated"" by bringing 4,000 Christians and 1,000 Muslims back into the folds of Hinduism .",assumption,aljazeera,,,,,,,,,,,,,,,
"This Samiti, a not-so-small wing of the Vishwa Hindu Parishad, a militant Hindu organisation, contended that far from propagating religious intolerance , it was only righting historical wrongs and injustice perpetrated by Christian missionaries and Muslim clerics who , in order to bolster the numbers of their respective faiths , had lured and coerced Hindus to stray from their original religion .",testimony,aljazeera,,,,,,,,,,,,,,,
Attack on secularism .,no-unit,aljazeera,,,,,,,,,,,,,,,
"When these turn of events created a furore in parliament , the Narendra Modi- led central government instructed the local administration to thwart the Samiti's grandiose plans , and Christmas day went peacefully .",anecdote,aljazeera,,,,,,,,,,,,,,,
"But ,  the solution - a national legislation to ban and criminalise conversions - assertively advocated by the Bharatiya Janata Party (BJP) , which commands an absolute majority in parliament , and despite repeated disavowals , remains rooted in essentially a chauvinistic, right-wing Hindu ideology , is far more disconcerting , and if implemented , would deal a grievous blow to the constitutional ideal of secularism .",assumption,aljazeera,,,,,,,,,,,,,,,
"It would be downright specious, even dishonest , to claim that missionaries and proselytisers' activities in India had nothing but a salubrious effect .",assumption,aljazeera,,,,,,,,,,,,,,,
"Historical records bear ample testimony to the rigorous implementation of St Caprion's axiom - ""extra ecclessium nulla salus"" (outside the Church, no salvation), even by the proverbial fire and sword, especially by explorer-cum - conquistadors like Vasco da Gama, the tales of whose brutalities in enforcing a harvest of faith in the erstwhile Portuguese-controlled state of Goa are legion .",assumption,aljazeera,,,,,,,,,,,,,,,
